ID_1,LIB_1,AU2010,LIBAU2010,SURF_1,POP2010_1,MEN2010_1,ID_2,LIB_2,DEP,SURF_2,POP2010_2,MEN2010_2,geometry
02210,Oulchy-le-Château,001,Paris,246.043895,7204.0,2723.6311,02210,b'Oulchy-le-Ch\xe2teau',02,246.043895,7204.0,2723.6311,"POLYGON ((3.449158551509423 49.12737332064133, 3.42430292528504 49.1218620171322, 3.417825128941592 49.13060685908373, 3.403378477899336 49.12996348961886, 3.407288869814206 49.12529341354885, 3.400950033821859 49.1223022055817, 3.392005818458829 49.11888773757364, 3.392051976223468 49.10874625303881, 3.388131596737323 49.10650141412601, 3.378468382022715 49.10517530340786, 3.36906152128762 49.11693731982965, 3.357461842426892 49.12329311384091, 3.359511347739279 49.12637083934117, 3.358985290043111 49.12963681693287, 3.342095530172688 49.13624042118361, 3.329799014296584 49.13759573706329, 3.312331542003787 49.13145735079974, 3.295019863453334 49.14697414535294, 3.293395241442281 49.17235814685743, 3.28458790389228 49.17398895146431, 3.268982372673331 49.18712350736828, 3.262376920137337 49.18542135197312, 3.260481799582902 49.18764614607621, 3.25012736038157 49.19362831367411, 3.240321359255386 49.188119590946, 3.235474448656986 49.18730181993056, 3.232733092559115 49.19680084373601, 3.219561188515189 49.19299635529431, 3.217041177059445 49.19401678621703, 3.231849789211455 49.20770793337697, 3.230039147996881 49.21089393850946, 3.220592760095672 49.21295259516415, 3.224937665308938 49.21494078691246, 3.224130800410302 49.22170214765413, 3.214019855213475 49.22967672363706, 3.204362962673548 49.23118573053677, 3.215502797572571 49.24281785608606, 3.231412793395831 49.24197955511608, 3.243794981273635 49.23569734743977, 3.264490810367593 49.23666968691769, 3.272160889182437 49.24640705705286, 3.275017124249393 49.24915148045248, 3.285110569408756 49.24917294882102, 3.292436250590903 49.26475316161601, 3.289463840029538 49.27108822158893, 3.274730728471546 49.27262416037658, 3.255256817118684 49.28251066287745, 3.25042930233173 49.28170268161117, 3.238925972635342 49.28704824875683, 3.242284085944893 49.30289876878762, 3.261864942980632 49.30104132091432, 3.266285507166585 49.29204286159487, 3.293873690185749 49.30019556089844, 3.300335067127425 49.30951924392233, 3.308333194155515 49.31376864475329, 3.322764402805578 49.31064756686556, 3.331770513821695 49.31070487448277, 3.336583471151255 49.31081695769507, 3.346493440797292 49.29398733665275, 3.351001480768385 49.29392941181091, 3.358868671247589 49.30062167561337, 3.36061008228089 49.2940540048103, 3.373193662057298 49.28937703769521, 3.37437861468109 49.28613699481878, 3.394522295797065 49.28939902189119, 3.399169105046159 49.2877751991964, 3.401494965708367 49.2810611549633, 3.410950861948753 49.27973495592626, 3.422386476008527 49.29347638497548, 3.431205211360481 49.29123391602408, 3.447284372595966 49.27526375228375, 3.461258982615907 49.272342973763, 3.466319239066479 49.26669623911788, 3.450763992115239 49.26472347790451, 3.43023326625246 49.27528084092377, 3.430480144218372 49.26860009491165, 3.436454471024609 49.2634367873274, 3.420520708913521 49.24663680545448, 3.428032330749104 49.23842983865372, 3.427404662432349 49.22563074848473, 3.440462969434412 49.21640443020995, 3.430997074206368 49.21357030706588, 3.420158231685542 49.20203804149812, 3.422625702469244 49.19845101439206, 3.427349377161474 49.19895665112149, 3.429495817348636 49.18656848419573, 3.450528048050986 49.18240114190021, 3.46846707688055 49.15062288806137, 3.460589634667084 49.14639120711577, 3.464850870044752 49.13708767964723, 3.457876139794665 49.12473296003564, 3.454451529682047 49.12310974567946, 3.449158551509423 49.12737332064133))"
02470,Neuilly-Saint-Front,001,Paris,62.329331,3250.0,1253.5774,02470,Neuilly-Saint-Front,02,62.329331,3250.0,1253.5774,"POLYGON ((3.286472423519552 49.12544375842126, 3.274040363611316 49.12426796963948, 3.246897927053389 49.12053190031264, 3.236615859324232 49.13670928299671, 3.236547704786512 49.13672775835376, 3.210607407125264 49.13640764052759, 3.207356718509211 49.13571145861994, 3.19853293863864 49.1358794087039, 3.183618291742297 49.13396996330926, 3.161888018503943 49.14296479326887, 3.141687217603876 49.14262209631799, 3.151667580435779 49.1535514886557, 3.159531415504728 49.15684027535241, 3.159967285363736 49.16002238813292, 3.181462744693115 49.17188713572193, 3.183462666855795 49.17511165857967, 3.174315552871417 49.19122697707875, 3.183096470036861 49.19172599810371, 3.188872854827355 49.19611362710658, 3.201884391331909 49.19432161248088, 3.213320087034376 49.19980411807809, 3.217041177059445 49.19401678621703, 3.219561188515189 49.19299635529431, 3.232733092559115 49.19680084373601, 3.235474448656986 49.18730181993056, 3.240321359255386 49.188119590946, 3.25012736038157 49.19362831367411, 3.260481799582902 49.18764614607621, 3.262376920137337 49.18542135197312, 3.268982372673331 49.18712350736828, 3.28458790389228 49.17398895146431, 3.293395241442281 49.17235814685743, 3.295019863453334 49.14697414535294, 3.312331542003787 49.13145735079974, 3.298681990471975 49.12378597737825, 3.286472423519552 49.12544375842126))"
02600,Villers-Cotterêts,001,Paris,296.99799,17039.0,6795.447,02600,b'Villers-Cotter\xeats',02,296.99799,17039.0,6795.447,"POLYGON ((3.272160889182437 49.24640705705286, 3.264490810367593 49.23666968691769, 3.243794981273635 49.23569734743977, 3.231412793395831 49.24197955511608, 3.215502797572571 49.24281785608606, 3.204362962673548 49.23118573053677, 3.214019855213475 49.22967672363706, 3.224130800410302 49.22170214765413, 3.224937665308938 49.21494078691246, 3.220592760095672 49.21295259516415, 3.230039147996881 49.21089393850946, 3.231849789211455 49.20770793337697, 3.217041177059445 49.19401678621703, 3.213320087034376 49.19980411807809, 3.201884391331909 49.19432161248088, 3.188872854827355 49.19611362710658, 3.189044959679312 49.2019928745306, 3.180371136778336 49.20911793816696, 3.167268733567763 49.20099181823953, 3.161385553373916 49.20179952529717, 3.161608425306496 49.19843717756911, 3.156762650097017 49.19735516913591, 3.147305273623217 49.20495520026533, 3.142403607013614 49.20401752218398, 3.140162844762756 49.19750211595476, 3.135563864555127 49.19600577275578, 3.136114936115409 49.20242434623763, 3.130258129949963 49.19728775397206, 3.119501516718413 49.20292757478251, 3.109731890521094 49.20242374885218, 3.102436470729439 49.19730652750194, 3.086743327334071 49.17297289047536, 3.09428361345678 49.15715193659335, 3.08373667867719 49.16280589209809, 3.081188828602588 49.17280549391504, 3.085503500508993 49.18618879396686, 3.081947083527457 49.19262885822996, 3.072774902672936 49.19569190479761, 3.063223929589947 49.1927840285668, 3.057810151667445 49.19811754816583, 3.061234090471781 49.2041484057285, 3.052140791197672 49.20662521643548, 3.043415003565137 49.20904712668059, 3.034837707968658 49.20577770577166, 3.030574280263807 49.21235090751549, 3.015686365577213 49.21631760249387, 3.005036963181803 49.21475491164497, 2.998710970991006 49.2096037896446, 3.004237788262308 49.18873654815286, 3.007969207102437 49.18630046258344, 3.026473036029267 49.19039742407311, 3.029706618773684 49.1839418046299, 3.035068426595634 49.18361589920998, 3.03789810910378 49.16921270758289, 3.022651486480692 49.17081703495285, 3.016003666528866 49.17997935828761, 2.991715660771815 49.19196382748355, 2.98137452298139 49.18447441650587, 2.971813522144918 49.18752866097995, 2.969495616627795 49.20994057375255, 2.970866748018005 49.21304292121929, 2.958738058262226 49.22660568000946, 2.964348750588717 49.23191152089491, 3.001620129413075 49.23565615073026, 3.013095457004242 49.22921922096569, 3.008289509398594 49.22338507941957, 3.017032547887797 49.21975195091877, 3.026995921444817 49.2201182751169, 3.039329185873783 49.23046303613883, 3.033311301809471 49.24333832911444, 3.03331159166887 49.24378818172969, 3.026756630906307 49.26057378251966, 3.030826580306213 49.26682935601654, 3.02758700919919 49.27152205022312, 3.027532758205387 49.27490219248977, 3.035202292522799 49.2794136729249, 3.036277176611519 49.28270365196018, 3.034603156275852 49.28589464645126, 3.030165318892253 49.28760428423675, 3.025134786656785 49.28689549415932, 3.019265304415798 49.28142143762371, 3.014193778567933 49.28180873440547, 3.018017392653638 49.2882268458923, 3.013839060469897 49.29029478810228, 2.993719141783617 49.28841667062688, 2.989017754930912 49.29674937954903, 2.970059882591246 49.30260766641357, 2.973454547145407 49.30456781405526, 2.978566857515206 49.30941454163473, 2.964260552038822 49.32138408674672, 2.991113812622864 49.33220318601883, 3.001788901606223 49.3401495925673, 3.012696573385609 49.33721871348031, 3.03148295582395 49.3315701334453, 3.036333833599786 49.32574399052108, 3.048062674043218 49.33679682282907, 3.068641223544815 49.34730394991259, 3.072728731582845 49.34789415203617, 3.076880003050462 49.35547848959676, 3.100162117111882 49.34736256802214, 3.115026109243551 49.35563697509433, 3.124251639465182 49.35230192914233, 3.155154971702484 49.35679658646677, 3.177561051400337 49.36558361137998, 3.186083129051738 49.36266720279492, 3.187477875580037 49.35631931467419, 3.197133160168877 49.35504542722449, 3.214671479407079 49.35033226025775, 3.226874259700679 49.33732973161032, 3.231580847813283 49.33751860656766, 3.234129002305283 49.32639470376874, 3.237296233888855 49.32428533513927, 3.222462794253439 49.31254678957055, 3.229229458275955 49.30678067936781, 3.232441107475491 49.3088061676682, 3.242284085944893 49.30289876878762, 3.238925972635342 49.28704824875683, 3.25042930233173 49.28170268161117, 3.255256817118684 49.28251066287745, 3.274730728471546 49.27262416037658, 3.289463840029538 49.27108822158893, 3.292436250590903 49.26475316161601, 3.285110569408756 49.24917294882102, 3.275017124249393 49.24915148045248, 3.272160889182437 49.24640705705286), (2.990230264608141 49.21067237641151, 2.991738968146088 49.21094286836429, 2.99237070388551 49.21210263996889, 2.994511797334638 49.21236288641982, 2.994894763298024 49.21128475927581, 2.995321248510392 49.21132037760691, 2.99547225618405 49.2121741332211, 2.996926596577498 49.21400830257282, 2.997887071288179 49.21396341752622, 2.99872318663401 49.2150334792155, 2.999698085935134 49.2153843700254, 2.999492229699332 49.21596881682748, 2.998340266917271 49.21629218082271, 2.997790614961468 49.2167950337422, 2.997667484626623 49.21742438363393, 2.998161079234726 49.21895333743956, 2.998298180694093 49.21908805589592, 3.002759266969104 49.21883599924521, 3.002566208680018 49.21968988169422, 3.000398857182 49.22266633958516, 2.99807815126264 49.22353840462605, 2.997735560063146 49.22358330395145, 2.995264211437746 49.22279165845632, 2.993755142709563 49.22253051858968, 2.992999978757792 49.22253047710573, 2.992451830480891 49.22320564182233, 2.990804080345738 49.22249459413352, 2.988443560461359 49.22210777358535, 2.989322150185761 49.22057068831491, 2.989445481130782 49.21949256417789, 2.989239649940523 49.21932115005126, 2.984697759314051 49.21817010747557, 2.981775408503998 49.21683035591738, 2.981816310398664 49.21642540266337, 2.985082866200174 49.21623719369597, 2.985206288320068 49.21511308468024, 2.986303877406782 49.21511321439404, 2.985454290690401 49.21308116537196, 2.987086404964413 49.21226333805474, 2.987841355482522 49.21253379524235, 2.988596816893145 49.21238998179364, 2.987416897253945 49.21091484988205, 2.988514299429529 49.21135565701805, 2.990230264608141 49.21067237641151))"
77260,La  Ferté-sous-Jouarre,001,Paris,61.617659,14259.0,5769.547,77260,b'La  Fert\xe9-sous-Jouarre',77,61.617659,14259.0,5769.547,"POLYGON ((3.160492828823284 48.96717293595887, 3.17437797006285 48.96961748823479, 3.184298442734285 48.95536765871487, 3.183537975766564 48.9448740808538, 3.170297458456259 48.94967780275594, 3.167052889780239 48.94708363264145, 3.158305081231268 48.93926365204934, 3.151151351350889 48.9436694233752, 3.135774598731935 48.93638647072005, 3.117059681819012 48.93627159132961, 3.11708048195613 48.93314120977767, 3.093900885311752 48.93152500529897, 3.091843709835894 48.92591587681353, 3.076640065159078 48.93440650606474, 3.051810474385421 48.93305258001606, 3.06007776300731 48.95233750658506, 3.028607129184468 48.9574301663965, 3.042878484227234 48.9580288511623, 3.0473351295886 48.96379082162453, 3.059086934447102 48.96931546942211, 3.059256709405946 48.97554728766316, 3.059998295257205 48.97896378037554, 3.091065609683922 48.98029304857174, 3.096910345707077 48.98580084875647, 3.111250981930342 48.99005108226717, 3.114853120220167 48.98754805797153, 3.132447162293141 48.99143246103702, 3.12715822789697 48.99677003638715, 3.129888287800626 49.00663994137168, 3.126597274303178 49.01287514647794, 3.138369943791282 49.01427419921035, 3.143478027613805 49.01271224119233, 3.158299940267682 49.01387204689519, 3.163007721153173 49.01994431129938, 3.171568834913951 49.01249585527476, 3.198992774986865 49.00579034287551, 3.207633368963128 48.99948178195746, 3.209317629254317 48.99378687041307, 3.194953607894641 48.98944022381248, 3.185655510619029 48.99527349460794, 3.174133929845047 48.99058744901622, 3.16704217107673 48.98608383815802, 3.160492828823284 48.96717293595887))"
77440,Lizy-sur-Ourcq,001,Paris,124.404803,12004.0,4223.9324,77440,Lizy-sur-Ourcq,77,124.404803,12004.0,4223.9324,"POLYGON ((3.138369943791282 49.01427419921035, 3.126597274303178 49.01287514647794, 3.129888287800626 49.00663994137168, 3.12715822789697 48.99677003638715, 3.132447162293141 48.99143246103702, 3.114853120220167 48.98754805797153, 3.111250981930342 48.99005108226717, 3.096910345707077 48.98580084875647, 3.091065609683922 48.98029304857174, 3.059998295257205 48.97896378037554, 3.059256709405946 48.97554728766316, 3.034009877893864 48.96959564480904, 3.026390790653412 48.97421018635478, 3.00735001196289 48.97812461510049, 3.000178119567565 48.97340405760217, 3.001174496933109 48.96375524109974, 2.998525040830361 48.95927718554574, 2.997296436324577 48.95918746532055, 2.994195366305854 48.96519365256759, 2.98277350591157 48.9791213328943, 2.988456062647385 48.98342962689684, 2.985584612537353 48.99210666929703, 2.965387164620289 48.99288498908316, 2.956723973199504 49.00909490850211, 2.948343692008739 49.01174425930704, 2.940205439822956 49.01466235695592, 2.941498584779453 49.02042727800144, 2.946891786762529 49.02677764914187, 2.942291531302294 49.03287234814136, 2.951619441214619 49.04479054408083, 2.952740024540593 49.06155063508051, 2.965098129276426 49.05884014589412, 2.967622111282908 49.06859587940392, 2.964621335117632 49.07486195046697, 2.974612539822088 49.07483804147189, 2.988135326198472 49.07237645279789, 2.990202303840725 49.06268382470878, 3.00574621416221 49.0544654823242, 3.024705151802813 49.05058829834306, 3.034172358554017 49.05158377411934, 3.038327898124237 49.04577349585819, 3.059824315038303 49.05248170799666, 3.058520751303013 49.06112339297542, 3.070761589698055 49.05751139127143, 3.075913105190713 49.05272456288913, 3.096435951662967 49.06191708155055, 3.120923752462722 49.06015049172896, 3.122729279838889 49.05367448232569, 3.146350221994629 49.0423636346929, 3.154625136575716 49.04243486663433, 3.157787606249032 49.04744809514484, 3.170330795163707 49.05164740219351, 3.181707891139995 49.06216932789589, 3.180853201128876 49.05614637974587, 3.190667498878617 49.04997124785236, 3.190613687422157 49.04671694769745, 3.181071341513787 49.04432203785419, 3.17671894484189 49.03134416616551, 3.163506592406707 49.0262374266319, 3.163007721153173 49.01994431129938, 3.158299940267682 49.01387204689519, 3.143478027613805 49.01271224119233, 3.138369943791282 49.01427419921035))"
77510,Rebais,001,Paris,135.490208,8350.0,3214.559,77510,Rebais,77,135.490208,8350.0,3214.559,"POLYGON ((3.354934764862363 48.83828193862414, 3.347469052731168 48.83418543758147, 3.347729262341099 48.82405712606953, 3.343939829465705 48.82171186059995, 3.328585335713513 48.82315816842945, 3.313726514796439 48.82311740142956, 3.308058464130282 48.82735878152956, 3.293061711309127 48.82748618123224, 3.290821122661035 48.82396718070225, 3.281568666174302 48.82566184918894, 3.265739573455256 48.83340516634508, 3.246111474485313 48.83380735168657, 3.220694056587361 48.83114070730471, 3.210954868134215 48.82461944266409, 3.201635437856381 48.82406002527226, 3.186919351553229 48.82590120206572, 3.172933212466914 48.83905286986458, 3.164651846581698 48.83539525421435, 3.161213420517151 48.83816014349909, 3.173439333652047 48.84805415182021, 3.144794494130234 48.86178876814725, 3.130284132753966 48.86444930085452, 3.124598710247759 48.86953679134374, 3.120827719221613 48.87151918579309, 3.121564693667358 48.87782226892695, 3.140130236975669 48.88647088417304, 3.160575329697907 48.88748902649654, 3.167710192462532 48.8924433582826, 3.187937689586509 48.8893919583034, 3.193385021630097 48.8945269362042, 3.208450893422749 48.89023859723954, 3.216602153306951 48.89233725102974, 3.235818703030068 48.88946843488938, 3.239815137046318 48.89544090494763, 3.248057662781672 48.8877438958347, 3.271819125356818 48.88621790781863, 3.282082618154921 48.90290339689668, 3.293813145773949 48.90049162693895, 3.301562150952333 48.9053200326371, 3.313076281286004 48.92121600437537, 3.330199493865003 48.90795964169347, 3.36169753362539 48.91955981123107, 3.367426370731409 48.92880496022102, 3.375156285319908 48.90878030106467, 3.370312644986031 48.8952880261709, 3.380949297849265 48.88753864320086, 3.382320409083717 48.87363180991441, 3.386832442709187 48.87174587692932, 3.405842613286626 48.87588284129096, 3.398898555257266 48.86641866469063, 3.395133588145615 48.86434440467981, 3.392682287029445 48.84831800839499, 3.397549298232644 48.83976726542265, 3.391985952939947 48.83737546622453, 3.378543256504741 48.83986466818718, 3.354934764862363 48.83828193862414))"
77730,Saâcy-sur-Marne,001,Paris,25.442033,3643.0,1426.949,77730,b'Sa\xe2cy-sur-Marne',77,25.442033,3643.0,1426.949,"POLYGON ((3.23881134190601 48.95019042268526, 3.24253443520192 48.93732407370398, 3.2365830436622 48.92865813303682, 3.2178462337444 48.93229952593605, 3.189221006058249 48.9422756692364, 3.183537975766564 48.9448740808538, 3.184298442734285 48.95536765871487, 3.185431806246008 48.95556392436917, 3.197171400582658 48.97986964331248, 3.194953607894641 48.98944022381248, 3.209317629254317 48.99378687041307, 3.22329600387343 48.99045194250992, 3.224840599167643 48.98732909706069, 3.229176768856089 48.98841775634275, 3.231216192202628 48.97675104408879, 3.249522721753571 48.97423208913295, 3.255212736808742 48.96205429765227, 3.262972096123762 48.9490337850506, 3.260165651841723 48.94479553111987, 3.23881134190601 48.95019042268526))"
77750,Saint-Cyr-sur-Morin,001,Paris,59.628055,4338.0,1597.433,77750,Saint-Cyr-sur-Morin,77,59.628055,4338.0,1597.433,"POLYGON ((3.282082618154921 48.90290339689668, 3.271819125356818 48.88621790781863, 3.248057662781672 48.8877438958347, 3.239815137046318 48.89544090494763, 3.235818703030068 48.88946843488938, 3.216602153306951 48.89233725102974, 3.208450893422749 48.89023859723954, 3.193385021630097 48.8945269362042, 3.187937689586509 48.8893919583034, 3.167710192462532 48.8924433582826, 3.160575329697907 48.88748902649654, 3.140130236975669 48.88647088417304, 3.133365600696752 48.89136205620888, 3.14148468146212 48.90781900317307, 3.155291377120124 48.91290054043161, 3.161038498508821 48.92269520486744, 3.189221006058249 48.9422756692364, 3.2178462337444 48.93229952593605, 3.2365830436622 48.92865813303682, 3.24253443520192 48.93732407370398, 3.23881134190601 48.95019042268526, 3.260165651841723 48.94479553111987, 3.265160937125036 48.93906572347115, 3.283774564384401 48.94047099695734, 3.304749662368202 48.9487736756382, 3.312219927943731 48.93541801290382, 3.313076281286004 48.92121600437537, 3.301562150952333 48.9053200326371, 3.293813145773949 48.90049162693895, 3.282082618154921 48.90290339689668))"
02310,Charly,001,Paris,105.339386,11030.0,4269.13,02310,Charly,02,105.339386,11030.0,4269.13,"POLYGON ((3.342886328825792 48.97614201758448, 3.347998236027453 48.97062398947522, 3.347975267151036 48.96094855379327, 3.358165401121314 48.94350913331682, 3.36764003422141 48.94171745077709, 3.369889372766973 48.93546109983671, 3.365623914253856 48.93455693640411, 3.367426370731409 48.92880496022102, 3.36169753362539 48.91955981123107, 3.330199493865003 48.90795964169347, 3.313076281286004 48.92121600437537, 3.312219927943731 48.93541801290382, 3.304749662368202 48.9487736756382, 3.283774564384401 48.94047099695734, 3.265160937125036 48.93906572347115, 3.260165651841723 48.94479553111987, 3.262972096123762 48.9490337850506, 3.255212736808742 48.96205429765227, 3.249522721753571 48.97423208913295, 3.231216192202628 48.97675104408879, 3.229176768856089 48.98841775634275, 3.224840599167643 48.98732909706069, 3.22329600387343 48.99045194250992, 3.209317629254317 48.99378687041307, 3.207633368963128 48.99948178195746, 3.198992774986865 49.00579034287551, 3.171568834913951 49.01249585527476, 3.163007721153173 49.01994431129938, 3.163506592406707 49.0262374266319, 3.17671894484189 49.03134416616551, 3.181071341513787 49.04432203785419, 3.190613687422157 49.04671694769745, 3.233405628999314 49.03256039196197, 3.23565032448683 49.03007386937781, 3.244366052490165 49.0308390058471, 3.258433555937264 49.04138399698546, 3.279519791991851 49.04300896519381, 3.294330219921717 49.04014146304518, 3.30604057433438 49.0267769067624, 3.331890882798536 48.99984936062651, 3.336245522146839 48.99922609036896, 3.343679165028803 48.99502396235754, 3.349206260196387 48.98160885468985, 3.342886328825792 48.97614201758448))"
02540,Viels-Maisons,001,Paris,105.473519,2683.0,1053.8396,02540,Viels-Maisons,02,105.473519,2683.0,1053.8396,"POLYGON ((3.489643446153111 48.86779909375073, 3.481302230718619 48.86646666574778, 3.486790635609466 48.85730687883402, 3.485187850805066 48.85190831285354, 3.47019867356866 48.85054764567343, 3.46195561719626 48.83847473758996, 3.445361760024947 48.84323145655113, 3.452232495025066 48.85630053829813, 3.428521375196521 48.861675467354, 3.423062008531871 48.8675682628138, 3.408514557563133 48.86370673263004, 3.398898555257266 48.86641866469063, 3.405842613286626 48.87588284129096, 3.386832442709187 48.87174587692932, 3.382320409083717 48.87363180991441, 3.380949297849265 48.88753864320086, 3.370312644986031 48.8952880261709, 3.375156285319908 48.90878030106467, 3.367426370731409 48.92880496022102, 3.365623914253856 48.93455693640411, 3.369889372766973 48.93546109983671, 3.394474016371166 48.93574178321705, 3.398266575776736 48.93363453036861, 3.39921823634509 48.9472995843507, 3.408604577437009 48.94989424028372, 3.425759895602968 48.96243319856239, 3.427764349844355 48.97196685123053, 3.442160793563211 48.97361447463302, 3.444076746790995 48.97075671697834, 3.46738643547939 48.97762853020305, 3.477648339477925 48.97788391137149, 3.485821672516378 48.96531582138935, 3.48831901355494 48.94180792622132, 3.498283853121526 48.93024735742141, 3.515009436968593 48.92270374199624, 3.514434780314852 48.91969418340477, 3.528577126641459 48.91214116083145, 3.521153159855753 48.90520367900329, 3.508750395828052 48.89094023330183, 3.502997782942752 48.87149472657168, 3.489643446153111 48.86779909375073))"
